1,1,2,7
1,2,3,6
1,3,4,5
1,4,9,14
1,5,10,13
1,6,11,12
1,7,1,8
2,1,2,5
2,2,3,4
2,3,1,7
2,4,9,12
2,5,10,11
2,6,8,14
2,7,6,13
3,1,2,3
3,2,1,6
3,3,5,7
3,4,9,10
3,5,8,13
3,6,12,14
3,7,4,11
4,1,1,5
4,2,4,6
4,3,3,7
4,4,8,12
4,5,11,13
4,6,10,14
4,7,2,9
5,1,3,5
5,2,2,8
5,3,1,4
5,4,10,12
5,5,9,13
5,6,8,11
5,7,7,14
6,1,6,7
6,2,1,3
6,3,2,4
6,4,13,14
6,5,8,10
6,6,9,11
6,7,5,12
7,1,1,9
7,2,2,10
7,3,3,11
7,4,4,12
7,5,5,13
7,6,6,14
7,7,7,8
8,1,1,10
8,2,2,11
8,3,3,12
8,4,4,13
8,5,5,14
8,6,6,8
8,7,7,9
